business_id,name,stars
COn6OS13uiZL1oIuWsiEiQ,Avis Rent A Car,1.75
CP7f2GvUAfjG0kV-tYnejQ,Home2 Suites by Hilton Charlotte Airport,3.0
CPQMDLN0Y6AFPPAXaAmKRQ,Armor Manoir Sherbrooke,4.5
CQYyGTapJrgVofhche3WkQ,Lake Mead Resort & Marina,5.0
CQbxcD7b6SjBwk7EOA0PcQ,Extended Stay America - Pittsburgh - Airport,2.0
CRIgrJTqZl4rMGdHhbvPRQ,Bike House,5.0
CRYuUBsAQdM6G91tta-DeA,Thistle Hotel Edinburgh,2.0
CSSg8nRjgB0snqPjOXb2dQ,Auto Corral RV,3.6666666666666665
CSc_152hwhSHIzto8tLJ7w,Econo Lodge at Metro Center,1.5
CTYj1egmwLklgNULra_dmg,Crowne Plaza Phoenix North,3.4444444444444446
CU-nS1L1eIcSZYNQNRhndQ,Queens Guest House,4.0
CVeATUSAyGssUrnvwqVq1A,Quality Inn,1.3333333333333333
CVeFfrLuFlmGve7Rl0-YWw,BrewBoat CLE,5.0
CWPfryRjRAScmjNR-3f85A,Hotel Feuerbacher Hof,4.0
CWh5Jvne98_jz0GO7hbzHw,Vegas Valley Food Tours,5.0
CXHYHbx7TefUtlC6k8M1Og,Desert Star Motel,2.0
CYu-lT_IpXpUgheeQR7PPA,Siegel Suites,3.0
CYuKQ5PpwjDvVs3zru7fJg,24/7 Limousines,3.0
CZyw_Mj7XAtqxLQzbRvyLg,Air Canada,1.0
C_4IogJkUBErt8gzL7Istw,United Club,3.8
C_uNuhL9T0Md9c_l_qigAg,Maxim Limousine,3.0
CavnfpxKOICosv6l_qxTWQ,Les Excursions Rapides de Lachine,5.0
CcDdWX48wSLD5L9hGi7A8g,Hyatt Place Champaign/Urbana,3.6
Cc_xsRheNy9hOxOIurH2Kg,Hôtel MTL Express - Aéroport de Montréal,2.0
Ccjo5j4A5-gVaBbuHAqzVA,Polo Towers by Diamond Resorts,3.078125
Ccma0kZcURFDwDw2H7tzeA,Travelodge Hotel,2.0
Ce4Q4G7xtTYveKhs8IMeyw,Sin City Car Rentals,5.0
Ce9SpbntBsEMY7_qhnP9IQ,Best Western Ville-Marie Montreal Hotel & Suites,4.0
Cf_6Axu_TOGx9cbfKqbabA,Country Inn Suites By Carlson,4.0
CgokdlhixbejFxM4mTea-g,Sweetours,4.615384615384615
CgvgSvlX29qUL_duDCLY7A,U-Haul at Elliot Rd,3.0
Cgz5LfLohDjo1rmPL5l9Tg,United Airlines,1.5833333333333333
Ci2CoXI2s4eCOdgAmDAdig,Holiday Inn Express Peoria North - Glendale,2.0
CjSL_XFbkkd9-JpiWx23lg,Arizona Territorial Adventures Jeep Tours,5.0
CkMzi0N86iiwnWiH_Id9mg,Crossland Economy Studios - Phoenix - Metro,2.0
Cl1GJCj28jn5Q6Z3oLOSoA,Rutland Hotel,3.8
CmWz9r3smcLzCq2jgjcNOQ,Camping World of Las Vegas,2.6
Cn64sWFhCJUF3U5AkfjQQA,All Resort Limousine,5.0
CnXG6kiDcatV9ElGCzBjMg,Taxi Diamond,2.3333333333333335
Cnk003ELvUdl-TBdpzWwjQ,GreenTree Inn & Suites Phoenix,3.25
CoAjgtZLwK2OOH9dFXSgww,Courtyard Cleveland Independence,3.0
CpCItQDOA8cHI9jDMJ8AUg,D & W Lake Camping & Fishing,3.3333333333333335
CplqSjF7xMFJryAYTzurWw,Enterprise Rent-A-Car,1.0
CtYCzxaDoVCABoz1drGOGg,Hyatt Place Charlotte Arrowood,4.555555555555555
CtlI1ODuPCx53R9aKEdxiQ,Sheraton,2.6666666666666665
CuHnrMec5uIKdDOxp3A02g,Megabus,2.7777777777777777
CujkcbG8Tku0l-y_Or10sw,Motel 6,1.0
CumFf2t8heqFJ4yZDLnD7g,Quail Hollow Resort,1.25
Cuo9w-g5Z26d0-CsaPDGuA,The Livingston Inn,5.0
CwsDpBxFJqb9-xzDkVOzuA,Set Jet,5.0
CyUR1uFKpFcIP3NPGbFSwA,Countryside Corporate Apartments,1.0
Czy8C0X-JYzmEvP_yLyoPQ,Hampton Inn & Suites Pittsburgh-Downtown,4.25
D1IAnyb8oywXFhSGSRoC7g,U-Haul Moving & Storage at I-17 & Deer Valley,4.666666666666667
D2wzjCjf7VUfsSLA9TsWlA,Palazzo Prestige Lounge,4.0
D4PAk2q6XslzxTNfpLpJkg,Premier Inns At Metro Center Mall,1.2857142857142858
D6KnuKoGKNHvlw8OIfGmwQ,Hôtel Épik,5.0
D6wPh8EcJqiL3Tbc4iP1ug,Radisson Hotel Phoenix North,3.4444444444444446
D8ktVLRVniwU62NumGREEg,The Club at Hillbrook,4.6
D8oxECM9RvNX1yeplPggeA,Mendota Lake House Bed & Breakfast,3.5
DAC6WWj-a6uKp3yxYQZfGQ,Holiday Inn Cleveland-S Independence,2.6666666666666665
DB4gvv9pHfkfZyO9MDnx5g,Residence Inn Phoenix North/Happy Valley,5.0
DEsbgNv8xgJSQZPSLM8AZw,Grüner Baum,4.0
DHcbeJ-5tk2RQ4SdcdJqkA,Hotel Ruby Marie,3.6
DJTCiXnkHvcs07hBhumzEg,Greenhouse Winery,4.0
DKl0XuTYbzqSg82NE00UrQ,Hotel Le St-Malo,2.0
DLAVF1m2lUN_JoCThAEeDA,Budget Backpackers Hostel,3.7142857142857144
DNBKTu7qoN_18JIybyIVPw,William M Staerkel Planetarium,4.0
DNj1wGcCjuc-9HmfiEvRGA,La Quinta Inn Phoenix - Arcadia,3.5
DO32vGtv3p3u7WBPiNoQHQ,Taste it Tours Phoenix and Scottsdale Food Tours,4.666666666666667
DOpebUnA0Kt5kxbdx_nzsA,Gold Line,3.25
DQGh8Kayilc3VM63usnK5Q,Toscana Condo Rentals,4.5
DQr0Awv24JVSg5eUyWoR3g,Residence Inn Madison East,3.6666666666666665
DRa0-I6FuPmK62zvqrqQ4w,AAA - Matthews,2.0
DSlSSiVcLPz31qZemVEd-A,Hampton Inn Cleveland-Downtown,2.9411764705882355
DSmRwf9YSO3mRTMpc-8a2g,Killesbergturm,5.0
DTBG-7NQ-aJXvEO9DXbNhg,Hôtel Manoir Saint-Sauveur,3.2
DVQj26bX7Vlva2_HUrjbAg,La Quinta Inn & Suites Charlotte Airport North,1.5
DWcNLMwnhZlbP-I7YsBT8g,TownPlace Suites,1.0
DYgZ_hT1EXoHxL01LyeekQ,Passport Canada,2.3333333333333335
DZ0hUkFyvaPr6kDaB1v9Wg,Forever Resorts,2.0
DZ4Q2jTvIlttSi_OGjvRIw,BlueChipVegas,1.1666666666666667
D_xNKV64LYNl4QcGa2fytQ,Four Points by Sheraton Pittsburgh Airport,2.0
D_zYqX5T2YckgqZuonXbxQ,Pentahotel,4.0
DaDUwtlc7ZmWR-BuORMqpg,Todd's Private Car Service,5.0
DajZcGEZCJXoIPu_4vQnBQ,Super 8 Las Vegas North Strip/Fremont Street Area,2.8333333333333335
Dcp9djUhDx4ERv8CgZnpDg,HotelRED,4.125
DcqF97p0URxlvVZVA_PHfQ,Capital City Food Tours,5.0
DfAKNx8glvATO6SrLW22Cg,Majestic Tour Bus,2.0
DfgZlNgKwBvCpA_0alumXw,The Mirage,3.378306878306878
DixRAT6rZwIgj0DquX7wuQ,Waldheim Raichberg,2.0
DmdtVBgXWk285nAUWXfvvw,Hôtel Zero1,3.8125
DmfOsQJXfcirxD9cQcf6Mg,Holiday Inn Edinburgh City West,3.0
DncyhhT6-T-_g961pbEftA,Southwest Airlines,3.3461538461538463
Do_2vUxBL5iiu-Re1HF44w,Arizona Cowboy Rv Park,1.0
DpMQCYYIa0iqb6aZLr855g,Holiday Inn Express Toronto Downtown,3.6666666666666665
Dqh8BsL63sKJrsBWfkEOLg,Rodeway Inn & Suites Wi Madison-Northeast,4.0
DsgTZFhEUE4k9sCO5sNVYw,Enterprise Rent-A-Car,3.5
DuK_iSWkJ10fACGbvW47oQ,Courtyard Toronto Mississauga/Meadowvale,3.0
Dw1r89LSixd76puuDBxWbg,Classy Cab,2.3333333333333335
DwyV2fEB84kTm1Ay0xibmw,HGVClub,4.0
DxHiH_GFh21dvbaM5qKUgA,Intown Suites,1.0
DxRNoQtWgwKdi4PS7NAPbQ,Scottsdale Marriott at McDowell Mountains,4.2
DyD3VK7x7T8VgulRrI2lBg,Gasthaus Grünewald,4.0
DyM3-_Q2AxjX4Nh6_Mc93Q,Story Airways,4.0
DyVteo8Blf5gEfC9QbJE9A,Arizona Charlie's Decatur,2.5
DzObnApaxKYBXB1LTqoOKA,Extended Stay America - Phoenix - Scottsdale - Old Town,1.0
DzPTtQbiD4x-qJuAVcf49Q,Elite Flight Training & Management,1.0
E-6l98hX8jICTF6rKHxI8g,Aria Sky Suites,4.230769230769231
E-iJqIFaKUKA8-NOrmOAvw,Worldwide Vacations,1.0
E0pJPvpOf_H78aWtJAwR9A,Enterprise Rent-A-Car,1.0
E1TT3YJsXbJ9QE8xFELSxQ,Lobby Court Bar,5.0
E1fN3crxfUayZhzCt85BjA,Economy Rent a Car Mississauga,1.0
E2Q6sJAGhZv52sF54uFRNw,Lajolla Express Shuttle Services,3.0
E3DAy9MesvYbPsT5WokRYg,Courtyard Pittsburgh Airport,3.5
E3VWVsn6zpQ0rDz1jZiDcQ,Enterprise Rent-A-Car,4.0
E3yER5W6Wsyc5ncGKb9Nzw,Railroad Pass Hotel & Casino,3.1578947368421053
E431TyEorh1Hz7WuVoDVNg,Starlite Motel,1.0
E4i6S6jS5D4sI2meoBX3Ig,Holiday Inn Express & Suites Charlotte-Concord-I-85,2.5
E5qsTXTsPfX9SMHkjooqNw,Hertz Rent A Car,1.0
E63zRrTSBYU4nO3Mdphm8w,Welcome Inn,4.0
E74g5nmRJj9LQS1uyKmq8A,O'Sheas Casino,3.6133333333333333
E7wlbsQgh4S38ESTSdMe-Q,Las Vegas ATV Tours,4.611111111111111
E8Ihw2R1IM4mTG8FAEGcbw,Enterprise Rent-A-Car,2.0
E9HN0nA8eRsIBZYkL0H3xA,Courtyard Champaign,5.0
E9jpA9q_gQB3abo9Ccq4Lg,Jane Station,3.0
E9quMjGRkDgRYh6SVTaHOw,U-Haul Storage of Tempe,2.0
EAWkvtuzzhz8KoiUydx7zw,Markham Banquet & Convention Centre,3.0
EAykNRA72jJWKWJcWCN13A,Budget Truck Rental,2.4
EC5fkjeyJLTXDVrffCvn1w,Days Inn Pittsburgh-Harmarville,1.5
ECPlbm1emOwTTLDi2aQH2w,Mercure,4.0
ECUUMjexmkZTI6pT8G4RxA,Days Inn Airport - Phoenix,1.5
ECq3Xa8jBGsKwunQbxwxaA,CanyonTours,4.5
ECqPphLTe4GQP7bGMFR78Q,Book My Vacay: Scottsdale Vacation Rentals,2.6666666666666665
EDIWHTt423Eg4XJ7A8ZeOA,Hertz Rent A Car,5.0
EDyR9OIMV6reKmqdPTRJvw,Holiday Inn,3.5
EEB9X2j6jUm2lF75LAo4Xw,Lyft,3.0
EFbZMTxLTW8_GwV4xTTCPg,Budget Car Rental,1.0
EFdLKkk54A3GoLxNwyIizA,Enterprise Rent-A-Car,4.333333333333333
EGodkLJNyal5I7aEPk-wrw,Enterprise Rent-A-Car,4.5
EIat5e4gz0MjHG1Z2SHqcA,Java Vegas Coffee,3.2
EIgjLWAlxuT33S4FgG78_w,nestor Hotel Ludwigsburg,3.8
EIhJt4N41OzpgVX9Igkchw,Best Western Plus Bruntsfield Hotel,4.5
EJjP1sR7EjIHZ8RfJQoWeg,United Cab,1.0
EM6EaaNBs-jpdRegXruScQ,Hertz Rent A Car,5.0
EQ1YbgUdKSJfsHNxMzuu-Q,Enterprise Rent-A-Car,4.0
ER7lT5gKBN-WpNkSIChQAQ,Enterprise Rent-A-Car,4.6
ES3CBg00b6iFMJ6rdYpgwA,Delta Airlines,1.0
ES3CHKj9HKaBZly_zXuHwg,Baymont Inn And Suites Madison,2.3333333333333335
ETFcRSxfXTPXRL2IQIqhNQ,Hampton Inn Phoenix/Chandler,3.4
ETjqBvSXxQrVA_wj0tEKbQ,Super 8 Medina,2.5
EUztRNyUC2VqyeoQRrPpAA,Hampton Inn Charlotte-Gastonia,3.0
EVK9yEE29IdqxWXaBFRhgQ,Luxury Limousines,1.0
EWBZ3fBADD0iOxWG8-Zsaw,Budget Rent-A-Car - Chandler,3.3333333333333335
EWZFtjg92_4X4iYQ9tfTog,Novum Hotel Rieker Stuttgart Hauptbahnhof,2.5
EXSTg_RyfkD-OlR7eEDgbA,Super 8 Charlotte Downtown Area,1.0
EXlUUDk3d7jDFgrvvZ5YtA,Mississauga Transit,5.0
EY4jDikZj6j_WMb8epf6Uw,We-Ko-Pa Resort and Conference Center,3.1
EYuxI3WT8-HPcd-6vbIskw,George's Custom Detail Service,5.0
EZDunQ6sz_jJzIYmb1sI5g,North Mountain Visitor Center,5.0
EZs4EK_ZN2pb9DHxenmK-w,Safestay,4.0
E_KnlJJJS43cDE8nio_Z6g,SpringHill Suites Tempe at Arizona Mills Mall,4.25
EbXfrLHQPHbMcv0oJ8_qsw,Hertz Rent A Car,1.0
EcOerZtVkq2AGudt9QmrCg,Tom's Camperland,3.3333333333333335
Ed1w0deMDWZ4UFwJmaSEgQ,JoyridesAZ,5.0
EdDNlZVSSCABYPlEXIl7vA,Regional Transportation Commission,5.0
Edf3kRNLit8Awv6Oh_7mWw,Homestead Studio Suites,1.6666666666666667
Edjj9kuW801C7ycA3ewUMg,Dam Helicopter Company,5.0
EdywTGjfoIlSh2QHI0GFNg,Atlasreisen,5.0
EeOrrSmqNIoVnLW9kjEfOg,Scottsdale Neighborhood Trolley,5.0
EhtKeNUGGWnjsCLIhCD1jQ,Wild Horse Pass Hotel and Casino,3.2666666666666666
Eivpa20tcnuw4QyqfLo2NA,Maricopa Manor,5.0
EkcvKpMSuaH_dbBgZ4TC3g,Calton Hill,4.857142857142857
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,2.9590643274853803
EllmX0cd4SrGceagMQcpAw,ExecuCar,3.6153846153846154
ElpZj4yY5Yn95JNk4Bx98A,Travel Plus Paris,4.0
Em0MDcxhSYZm7JVpR6WyJA,Bonnie Springs Ranch,3.764705882352941
Enlq1TYQ_QAu7Fw1aujXxA,Budget Car Rental,3.0
EnnADf1auTfcdmMVTuwrQw,River Dogz Adventure Tour Company,5.0
EoHYfqfIIRhDuI1h5YWagw,David's At Marriot Key Center,3.25
Es_cIduurEbcndt6y67hBg,Trader Vic's,3.8
EsavKbM2kC8A7_2G5LQQwg,Safeway Tours,1.0
EtLM-iRYp3UGOEz4_b0I2Q,Budget Rent A Car,1.95
EtMhIXoueB3TRxvUnz3xPA,Best Western Montreal Airport Hotel,2.3333333333333335
EtNXaL2cOcrxQX8WUUhwsw,Little Vegas Chapel,4.962962962962963
EthmQSgn_PjEHQbw_wn4ww,The McCormick Scottsdale,4.0
EvVIA9ORVS7tNFLTB8zINw,Schwanen,2.5
EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,4.0
Ex-xm4hEhlcuArqU1GTEWQ,Enterprise Rent-A-Car,1.0
ExHyR988YOSQiyqxvtIb1Q,Resort at Coronado Ranch Apartment Homes,3.5
Ey1iEY8yAQG5MEBZPQ_niQ,Fremont Hotel & Casino,2.7962962962962963
EzHZNXp7-sH9NAl8FT1aEw,First Buses,4.0
EzHmCIGnPH40rysClOYzpg,Courtyard Phoenix North/Happy Valley,4.0
EzQsYdn-M1alAKsudXKYRw,Enterprise Rent-A-Car,5.0
F29wOTdDvl0qZw0GPPYkIQ,Cleveland Marriott East,3.3333333333333335
F2qP3baq9P8FjsrjlhIbAg,Country Inn & Suites,2.0
F4UlA5qd7cygK-rFPaLEVA,Discount Car and Truck Rentals,3.0
F4zLePxlUXVKXcbJYFo61A,Orocco Pier,2.6666666666666665
F5g7ghJNp6U2_ZqCrN345Q,TNT RV Mobile Repair Service,5.0
F7hFI5rMzAGJk_WHSmX24w,Embassy Suites Phoenix Scottsdale,3.3125
F8DDxGmlRgv68bz9f3IrUA,Links Bar,3.0
F8xyoSTiyktH56qT-CHgtA,Marriott Courtyard West Island Baie-d'Urfe,5.0
F9cIT7WD2-AgovgZ-INoRg,Brunswick Auto Mart,3.0
FA4F_Oewpcd00Qq_b4uBSg,John Knox House,4.0
FACbuKfug1Ipy4R2lAHZfw,Holiday Inn Toronto International Airport,2.6666666666666665
FCCnIW9uRpvxcBqeOk_OXw,Ultimate Travel Consultants,1.0
FCg-POfY4bOjWnheanwt5Q,Dolphinaris Arizona,3.230769230769231
FEJCvvvTmrHxW4r4bKSy4A,Travelex Currency Services,2.0
FEL8Y1zIzLtZvzlZql4tog,Aeroflight Limo,1.0
FEZdJVmvQHYmJsDhLYw9LQ,Fletcher View Campgrounds,1.0
FEbJokhuObh1cMNd4TASsQ,MVP Valet Services,1.0
FFw74NXo0YZq-ObS-HfUGg,Phoenix Car Rental,1.0
FGRw7knltfK9q4Z6_hev6w,Comedy on Deck Tours,4.076923076923077
FIsgiBEDHHFCKrMrxWYe4Q,North York Centre Station,3.0
FIvMNiC48J13A17FMHI7oA,Airfleet Airport Limo Service,1.0
FLYFNrM7ACEGBnsEdnC6EQ,Super Express,5.0
FO9T9ob6TGWKrw6ZCGBZrQ,Geo Holidays,1.1428571428571428
FODDWft4nm2cGKeoWzzsvg,Jaguar North Scottsdale,4.7
FOvQRsxHkSnuxm6PMLwRsQ,Enterprise Rent-A-Car,5.0
FQn9Oqbms1OEaVr5Ve_qRQ,Value Place,1.0
FSse3XPk9WPxa3ILayUHyw,Saba's Limo,5.0
FSxWmiTFLBPR6Yb8y1TeCg,Lowell Center,4.0
FU5wOn4TOH4Njvcds8X00Q,Hertz Rent A Car,1.5
FUQLZ8nAnlXJKVpAA4wvzA,OnRoute - King City,2.0
FUhJLCocwgZEiVn1Wg1KSg,"Serene, a Vegas Resort",2.0
FUyN0m7SPR9NwhVSXfhdJQ,Clarion Scottsdale,1.5
FW99uCDwdabswi1i70jjMQ,Motel 6,3.5
FW9X2oVTA5AmGBH1EBCu2w,Delta Air Lines,3.0
FXvBlceqUON8c85uBZbBKg,U-Haul Moving & Storage of Gilbert,1.0
FY60hIUaAKTzNwTwy5SpcA,El Mirador,1.0
FYBGlpwGmJj5A5EVXBJObw,Vacation Planning Company,5.0
FYFfF2od7P7xTkff0FT3TA,Wingate By Wyndham,4.0
FZdVueLJ_ooSOo9qJLAHoA,Alt Hotel - Toronto,4.333333333333333
F_rijZ1vSFYb4x5eAUTWgA,Enterprise Rent-A-Car,3.5714285714285716
Fa3Orq8j4UoHSiu-ykwOlQ,Auberge Chez Jean,1.0
FaHADZARwnY4yvlvpnsfGA,McCarran International Airport,3.287301587301587
FaUk138U3lXk5EaTpI_37w,Furnace Creek General Store,3.0
Fc5PROn33UeGQDzO4Hkd_g,Vegas Transportation,1.0
FcZC1PBoctjmlhEHhLuk3w,Xceed Car Rental,5.0
Fco9mfq5TYlWgHlzP6b4NA,AAA Chandler West Auto Repair,1.0
Fd7Meh8HrB1T8A4r8k1QWw,The Running Water Spa,3.0
FdgUeBHGey8yI6MGMrtqjA,Westwind Air Service,5.0
Feysyzl0uFwbzYB8cRtH8A,Sunbelt Vacations,1.0
FfHpj1QcW510pA3CS354xw,The Coffee Shop,2.6
FggyXXw2CvVwGX6c1oKaoA,Airport Inn Downtown,1.0
Fi6z6qhBqiz5CC5ghrUZgg,Dunn House B & B,1.0
Fib1pHk5oeh_9iwObSNgEQ,Galavantier,4.555555555555555
FilKqdWl6zrFkyDMe8Gd4w,Ark Cash Car Rentals,3.0
FjLCKeSf9Ynio0pzLqZifA,Homewood Suites by Hilton Davidson,3.25
FjnSA6TjSlNXwmkZAibIyQ,PIT Stop Airport Parking,1.0
FjyZX8MwtveCowW0TR11dg,The Edgewater,3.25
Fk3Zav0PPGUTD1Fs6pUYgw,AAA - Huntersville,3.0
FkRUQjJvvkEWUhzXBB8COg,White Horse & Griffin,5.0
FlmaMvSpKnKJT523x1xt2g,Dakota Forthbridge Hotel,4.666666666666667
FmGZh8ZwEnSO860_2eiYHw,Enterprise Rent-A-Car,4.0
Fn1VLttWZBSJ0n0RMZz-Ig,Sixt Rent a Car,2.8
FnBlRWBuvJQXB3D91_VIkw,Rapid Photo,2.5
FnZk-5FrigaubkBUeNMGDw,Gaston,2.5
FoF34_Xl0TWhnp1QMAu25w,Budget,1.0
FoIcedqvRlwlaVVJtuCE_w,Hertz Rent A Car,3.0
FodnfLi_ezVmL5DcrxnI3Q,Hotel Indigo Scottsdale Old Town,3.3461538461538463
Fp97h2Nd3QHNRY22cJFSmw,Norton House Hotel,4.0
FrMRHhzT-qUzv1-Nh1IOjQ,Sin City Party Buses,5.0
Frv77cDSDo78OzSDITZfGg,SSB,5.0
FsoIzqRmQc7GmQ4VKaKKdw,New Residence Hall,3.0
FvG_YeBKLPKN33o-rXc06g,Edinburgh Trams,5.0
FvtNReV1zQxx85ENcooDeQ,Howard Johnson Las Vegas Strip,2.3333333333333335
FwxLOZ9PMokxlUPV6_JHxA,Alacoque Bed & Breakfast Revolution,4.0
FxsmyKVB72O3L9Jr50SqKw,Budget Car Rental,1.0
FzxdbuXZXALR2yNRNx8PUA,Executive Las Vegas,2.0833333333333335
FzzKlIzJSagomPPisoKS5w,Vegas Off Road Experience,4.833333333333333
G-U22NJKKgOiySwFWRCTwQ,Grand Canyon by Red Rock Canyon Tours,5.0
G09kuZ7Z_4cdIv0MRwV_LA,Enterprise Rent-A-Car,5.0
G0LyeGdS-etVtdhK7IXS2A,Comfort Inn & Suites Madison North,4.333333333333333
G0txiKA1dzNA17nehoUgQA,Magnuson Grand Hotel Madison,1.0
G2oyD4mnA6ww817V6TVZcA,Enterprise Rent-A-Car,5.0
G5T7_dv5NbQbwjJuIwodmA,Best Inn & Suites,1.0
G5ud7F7F4HglJAxwnbs9vQ,Budget Suites of America,2.0
G6-ChdfKopuiUoX-sRJlpQ,AirMarino Airport Parking,3.0
G8EgyDjDEiDvdgY4xjxZmw,Charlotte Express Inn,1.0
G8sVUbFOLGQQhp5hhvklaQ,Hilton Garden Inn Las Vegas/Henderson,3.0833333333333335
G8vW2MOjFYWUJ7oPM9DsTQ,Best Western - Parkway Center Inn,4.5
GCKwJY2KNoNdGHx9Hzr9Wg,Arrow Taxicab Service,5.0
GCd8C4d78AoYC4GUnZWvyg,Fairbridge Hotel Cleveland East,2.0
GFpvbITFCI5actM612DjpA,Fitzgeralds Casino & Hotel,3.0625
GGoQdKo8QgKfTW23hf4Tuw,MGM Grand Poker Room,3.3125
GHB9hgrZDWfyeXQDUrATdA,Quality Suites Toronto Airport,1.0
GHwn0lza-JdaETNbOw98oA,Barbary Coast Hotel & Casino,4.25
GIKowazM6RDtw3PSygVWTQ,Fairfield Inn by Marriott,5.0
GK83T0GVHtXZwfaZlgZNSw,Cleveland Express Limousine Services,3.0
GKQWjnloUthLFGsSsrpZUw,Reynolds Towing Service,2.3333333333333335
GKZnWQ_spfnQxM3RFKypAg,Ramada Plaza Charlotte Airport Hotel and Conference Center,2.375
GK_GNzMPAuQw2hwzhJFQgQ,Ramada Elyria,1.3333333333333333
GK_c37NNNGB13syjiaPNoA,Sonesta ES Suites Cleveland Airport,5.0
GLgL8e9QvHPvy39UIbX-cA,AVR Las Vegas,3.4285714285714284
GO1t9meul_TbOIhoxxRZLA,Road Bear Rv Rentals & Sales,5.0
GOPG8iIlsQnuEy8eD8RCUA,Edinburgh Trams,3.75
GQN1jjhIbXZy8Tlifb3CiQ,Inverness Airports Terminal,4.0
GQnk0fAYzVvNScqXHajEcA,Fairfield Inn & Suites Phoenix Midtown,4.142857142857143
GVHKrtuaxgUtlcbK4AqGZQ,Quality Hotel & Suites Airport East,2.75
GVWo4NbfMjams2VzUfQTkQ,Chinesischer Garten,3.0
GXgRphD4T0NQ4n88rdVyEw,Best Western InnSuites Phoenix Hotel & Suites,3.4
GYwR4HcdeoFN4St0BwH1cA,Travelodge,1.0
G_8JsCpGkB25wIYsE4eVHw,American Adventure Tours,2.75
G_fTKpSQJAApnZ5SRRA51Q,ExecuCar,5.0
G_ly5CisletsxEoJImPBhw,Historic Lincoln Hotel,1.0
Ga2IAIKF7Fs6UyKDDERTqw,Hertz Rent A Car,2.0
Ga7UBeAUwsohodzynhwYsw,Residence Inn by Marriott Montreal Airport,5.0
GbSLC3OriOFLmYFQ48NvTA,Bloor-Yonge Subway Station,3.0
Gc-HJ7FQ6_tFBmwZ5Pm-wQ,Quality Inn Phoenix Airport,2.375
GdHMZn1gEeVvz5-4u5TTug,Enterprise Rent-A-Car,3.1666666666666665
GdzUXAqSPvH77jgQbdofVQ,Hertz Rent A Car,3.0
Gedi83Vchhk1a_6Gl6HVzQ,Toronto Auto Rentals,5.0
Gglsm0mtG3PI8BzTvOm3zg,NU Car Rental,1.3333333333333333
Ghnk5Sb8hmwry7K6rabUqA,Budget Rent A Car,1.0
GiAV7-9gmkX0IFTn0nSqVw,Extended Stay America - Las Vegas - East Flamingo,3.3333333333333335
GjsTPxifCGy4H_m_IW4vkw,Cleveland Taxi Limo,5.0
GnSzqLGOUqX7Zj4b9qK0vg,Hattie's Doggie Day Care & Boarding,5.0
GoVRPbvG9oLfNZ54v4nYbw,Just Roughin' It Adventure Company,4.2
GoX_nYEEn8C9mDSX_a2l9g,Las Vegas Hotel,5.0
Goea4_7aPnQ9D8esc1uTww,Chester Railway Station,4.0
GpidzCoVAyMReXCwF8giqg,CLT Express Limousine,4.0
Gq9rNXqgV2qnTXy2GXGdtQ,DoubleTree by Hilton Cleveland Westlake,3.5
GqKRng64rBija7tmEJQzfg,GC Flight,2.0
Gr3iQWZcBGg8pjf3xwreew,Wingate By Wyndham Champaign,2.5
Gr_TkW3iFdgahixONGBsww,"Metropolitan at The 9, Autograph Collection",4.333333333333333
Gsvwi9YeanQzhAOQxYzknQ,Ten Hill Place Hotel,4.0
Gswrq0e0dLBXIBCwN7OzmQ,The Brogue Inn,4.25
Gu8OEDxwOFbF8IAfiP8cPg,"The Berkley, Las Vegas",2.25
Gw5e_DozTLjO-vz-LXD9og,Economy Car Rental,1.0952380952380953
Gx1ADiWW79lrN0u1ngLlDg,Restaurant Hirsch,5.0
Gy6OUIcWYO_D5ccv4XiM1g,Four Seasons Toronto,4.5
GzDkJoFOfEwr4eBOye9dwg,Sav-Mor Rent-A-Car,1.0
GzY8Rpgr1_XxFuqyagR9Bg,Killesberg,4.625
GzjpOdtrQGkggGQmUN7xkw,Expedia Local Expert,1.0
GzywRUWO-7-ZFzB0hhxKCg,Taxi Champlain,1.25
H-THNj8sxPsNVvvFI_RRQw,Enterprise Rent-A-Car,2.0
H-bsM6WAQC_xHga1vDsgcg,Choice Service Center,1.0
H-xe5Q4APIeQ-GCKvZ-odQ,Bob Evans,3.0
H0xrqDnQuei14LAkjEeInA,Golden Gate Hotel & Casino,3.142857142857143
H16oQAa3G8o3mcqzmGT9Gg,Rewards Travel China Inc,3.3333333333333335
H17zEBkz2Ho-wjCZ9HGhJQ,Gare d'Autocars de Montréal,3.0
H1azXnUsaPhWA3q_JroTIA,Holiday Inn Hotel Las Vegas,4.333333333333333
H241f-fNE1JWDlrDEsfkng,Lovetts Body Shop,4.666666666666667
H2q9pdo-pFqWMokLMoDCSA,Washington Place Inn,4.0
H3JWDqVp_TQGzZ0PgNCFOQ,Hotel Delta Chelsea,2.0
H51GLza7miSx-PJf4vI7Qw,Le Bateau-Mouche au Vieux Port de Montreal,4.0
H57kJV5TUpYyQrY0NvoWYw,Beck Taxi,1.2105263157894737
H5TyHevMYmYGJeaN7LXe9Q,G&V Royal Mile Hotel,4.555555555555555
H66NHmqFUzGK7Tq80gVsog,The Dobson Ranch Inn & Resort,2.142857142857143
H683wan3nctfAL1-9SOy9Q,Petrus Limousine,1.0
