,business_id,total_ratings
535,6ZynF8rNenhKwOY5oSM82Q,1
536,6_CLC99-LkZgD4pEm1VA0g,1
537,6_EtvZaCNAcMupAPwVhh_A,9
538,6_i7-bI8XPnaVJvgYBtS8w,1
539,6_wk_mIrshihuTzNkThdrQ,1
540,6cIHJfCga0gEEfuGr6Ho6g,1
541,6dNJsb7FB53J8Npla0UwNQ,2
542,6eG3pJBEMogoLidy2fD2jA,1
543,6eW_bA0c6hOu_8YQrGnhdA,1
544,6fbcLoWLFZjdKl7YQ6sDEw,1
545,6fpSrLn11sJSfFSrBHWkrg,3
546,6g2EQgi1QiXcp9TvbyG-Ig,70
547,6hDSwRz0n4LB2sZ9qWG4-w,1
548,6hIWPCdWD180v7qoHPGFCA,5
549,6hk7lyaEY56bzDrl1h6q-g,6
550,6ifzvhFI3Lgv3CNeHV2hsA,9
551,6ioaf16PiM-QLyNFDEKlAQ,1
552,6kfBz3aILwl4SuJ48YsMIQ,7
553,6kkxRV8H9SQLybj0xnEbMw,126
554,6knQD4JoDj7ngemMmPozlQ,4
555,6kvxt4ebKX5n2-rEHGLtgA,4
556,6lCFq6RQxctSW37yNYZ5wg,20
557,6nx_qJu1Tb6yNCfcuehyLA,1
558,6oVYVknJBME9MBvL_rR7fg,4
559,6oZoFYdbvwqyk4gnkzJnqA,5
560,6ogucE3bVWMsVlSG8us03g,3
561,6pg05IsADD0CHoCKRHFBuQ,1
562,6pyCsssU5p0ALYKz7JYKoA,2
563,6rNqiBT0znKYGTHJ1S59mg,14
564,6t6LGPgfF8Lmj9XiT8fXUg,2
565,6trkboP2w8nKhaRITN2o-w,2
566,6uA9A-MZwODS6HaVMv8lMw,6
567,6uMZFU7hlHjRppPd31nVNQ,2
568,6y86ih2NFt1qLaXK9gntBg,1
569,7-IwDKkQfPL9gLFaw-ypEg,2
570,7-WXY8gfKqltecyDUc6Ghg,17
571,7-p1-QG4a1-kWoPFI2mUYg,2
572,70Bti9GmBOv9jN_peapD7w,24
573,71aOEuRuypjW4tqmTr4A3g,1
574,72GUuDr26AQpG-04_K3FIg,7
575,72P1ZcBGCaefSStWpzwSCA,2
576,74jg16nLcZjzXBQ7hGSqSg,7
577,77BmNxaUphDGWQY70YfQ5g,2
578,77IBo88YuhFRo87e-LjOow,1
579,77W1bMIEvBOFvE8Hx3k3pA,21
580,78zNVM6C0Ogf_fU7J6UXnQ,1
581,79V8osIXJft6FIixcnFRww,4
582,7A9CrMSBbXu_KEDRkp4dWA,2
583,7AmXzL434IH6V5-Ljk_8Mg,1
584,7Am_FzdJa_1liTOeFJ3xiQ,1
585,7AvPGmZHPDdUS2Xcat2HKg,1
586,7EA1Vl-tgJdRISZ30MCybQ,2
587,7EesNJFM17Fs33uOS2NNLw,5
588,7Ekosm-PP79a9Rrwyc6ehw,1
589,7En01bxdGu6A7I-zmxTh3Q,4
590,7FFlMoNoIW5W3KgCYqknmQ,7
591,7FvDsYqtij_BbaGVtnSSyg,6
592,7G3wcafiAWGAmU7PZN3RXQ,4
593,7GPuUVwcurMESOpHeBHbyw,5
594,7HPPC7IyZFQYCSl4a60qyw,19
595,7KZAmn7C1ogJH5l6B8D8TQ,6
596,7LcMssliVDiSvKMgtnYb2Q,5
597,7M4wi8ipI128SvKexpLlpQ,8
598,7NGSOHwVhSSXxhznJgt9DQ,2
599,7ONkTrReRsz9TN6ThjTBlw,1
600,7OQnlEbRy8q5Rkc8CbYQfA,1
601,7OTVyWrpGkdmZKMUQxZ2mQ,1
602,7PO_nPxbCMDsUty_u-C-9w,8
603,7QVyTJiy4Xc4tJ_IThC3TQ,1
604,7Qt8-mOdqkAri_9t74h_EA,2
605,7Qv-Sm_BXpgM0G_pDPLkpA,35
606,7SIUaYCojsHTn3PN404lFA,3
607,7WproNY9yxW6p2R3gn6Euw,3
608,7XNDFKAa6iq3Ah0NIJEs7w,1
609,7XgrpRzI2DsOlzjj7ibQpw,8
610,7Xku8fGF5pj2yaFRAxWdmg,15
611,7YFn8Rye6ugSnjAwxZJMhA,1
612,7YRnFeMhlumYlOFyrlp2Ow,5
613,7Ye39RJ0XBR8j1IPlQi27Q,6
614,7a9Z2AFYvN_yeSBvtIzeQQ,2
615,7aBMrcq7iE0lKTQow3Cvkw,2
616,7aFMSgA-FrrralP69tgh_w,6
617,7b4ZkmWktQDNlHFb266eWQ,2
618,7bUNv68xe0pPsjvQWkCI-w,1
619,7bgqdKZazYeSjlH5AjijVA,7
620,7cemzdOZx3EE6nNP4z31vA,2
621,7dFiEgNKCTeypLBW1K8-HA,1
622,7dLsjpsoHDoOVIhQriYc7g,2
623,7dtBkBWvFOlx8IqLVz2JWA,13
624,7eb-UQiUkQJVyJAknCymUg,4
625,7fa7SPQb9_DbKCtlmRB5GA,4
626,7gxHvDnK8QfKmY9Z9xub8w,2
627,7h5JUE9bimZduqjzFQF2uQ,8
628,7hr4keSzG2TcY6ivXoWBCw,2
629,7kdWUKNc0lYZ9cAbKELDIw,4
630,7n6ZvTjwiUQYPkSH2F4vVw,2
631,7nc9giAxVPwiJA2aN8TYUQ,1
632,7nfF6uMG4goeQV6cPzExgQ,1
633,7nv7W2ZaY8BJ9KZ-xF5vYQ,15
634,7p8-7fjCmZfNwMdSTmH9aQ,6
635,7pEOPGaEIr_jgp36zvordA,4
636,7pYQRps-TLw2WfulAmvWrQ,2
637,7qgKHElL4ISmeXGtnUk-6Q,7
638,7wLpx3PUW9JSt_RnDuBwxw,3
639,7xR3-u5uU4_flEpCQB8h4w,1
640,7xhMYaubGFB2bdsVT8jSBA,3
641,7zec5DCEukcx8GRFn9LbLQ,37
642,8-EfNSuT8sc7k8cN-bIkBQ,1
643,8-eXGLOcVsWKsoeN9rrBhg,1
644,804aqXZsJKTfj7kEkxDVnA,3
645,80klSQFFKguEL76Zo8m5YQ,15
646,81-wh-qHg2hvwHQBjC0Q-w,26
647,81dnAuKMBHESd63ynEBVjw,2
648,82_4u3Toy7vB8imnJ-cCnQ,2
649,833ArvXLeWBzIvAVd7u2xQ,2
650,83V1E_ePwuLMW5EI40fIBQ,1
651,83mGJa2PVXVo5yN612XbIQ,3
652,84wisPoQCMx8jIY5hF5ALw,4
653,85zJ9pXxbl_8cRtZ19sb9Q,1
654,88WjxllLQ2WgXXMKv4TxXg,6
655,88hHk5Ph4C_sAc5SWYJwlQ,3
656,8AHaZU4c8PfrERLEpMXEbA,5
657,8BG1Yvnf9qaz-sos68hoXQ,1
658,8D2R7acumiJgJXJ5NMF4GA,3
659,8DFqqpGQ881j8BlNw1g-MQ,1
660,8Da3LrzARmuukF3GRcKqmg,3
661,8E64XHQvGPGiwLYqf9eFqQ,1
662,8E8vEhkALOcFlheFAGOUXw,54
663,8GBC8o-i-gWyhqN29URoyQ,1
664,8GBRILrJ3CO0pXWtaf-PNw,1
665,8GH-KmBxG0585yNC_Jm4PA,2
666,8H04rqNNh_7Vr9ZAFB4Naw,9
667,8IpvVSHXgXCIsR154W4pSg,14
668,8JcCvA_92PVcNQUh1J_TaA,23
669,8JvJbjnCNmSMMj3olfUc9Q,2
670,8KWWHywMjN-154i_Qi0deQ,7
671,8MQRmjgMmcV6xG58Nl4CoQ,1
672,8N1fEkTUN73oqDPz37uHnA,5
673,8OWodRBZxirvF3kGC6IHig,4
674,8Oe-fb9nSE_dumMzl0B5Eg,1
675,8OiiPmyR8wvUsf7aX_b8mQ,4
676,8QWPlVQ6D-OExqXoaD2Z1g,8
677,8Qc4fQqT5_mMkUPzuw5Law,4
678,8QfXten_ga39Z4q2U4vLHw,8
679,8QqPTCo3VkVHf4G6JA8OLw,2
680,8RXyAJuht2dQ1bzGqA8nUw,2
681,8SD-E0cGlcR10fbdLwK4Kg,2
682,8SvTTiT0rY3n0CvWagMsyA,5
683,8VQFvcXqt-MsAxU1PW2a1Q,4
684,8VVwqGdF4fkh0MuJZveLIA,2
685,8WJL1jTch_BprRRzEwfrSQ,1
686,8_95um45tgoNEZNd53zR2Q,4
687,8_QKutB_FqV05o38ySEG7A,1
688,8bmxCkrKwv6JT45TH6rlPg,2
689,8e5iHChIewgEvW5vJ1yXjw,1
690,8eYenhtCw6cNcy4PYmiSzg,1
691,8enR8Wc0ot9L41JY1FxMlA,15
692,8f8vyCCFBUWfeqpiMaQblg,1
693,8fJU6xiv3-awBulkvZoRLQ,2
694,8gYkL76weP9dmd-W8NOeqw,3
695,8ge2bUSQ-8nikEngvoIF6Q,6
696,8ghZnFxmr-1qFmN11s66KQ,2
697,8kWUrcPJNzVsVqt0xtzrdg,2
698,8kxh-IyRfnG_Ej4v_CD29A,1
699,8lRjS5gqmBAdmz96P7gN7g,1
700,8ljut175soypMgTR6f2vZA,8
701,8m1vVn09mqE7hd-lPxTh8A,2
702,8mSLR5vjM1vnNXb6E6t1og,3
703,8qAN6VeVzkQ4sCSOviSRAA,2
704,8qBdy6NxckYw77GzhedQ-A,2
705,8rCjxlUBh4E0QVszgu2qvA,2
706,8rcrreoEVZkIgGn-64KGcA,33
707,8sDDWbI9pUXy2DEc7n5Zhw,1
708,8sDrHJ1BxCxSNRWBbXw4-Q,2
709,8sg8EmDKo1ocTLqS5AHd3w,6
710,8syeNR6GsIBp1r99vUuHhQ,7
711,8uGfC8ZrjXja25rC9aLqTA,1
712,8vtBOezjz9czHfDCzHm1_A,1
713,8wDHEuRRTpS11VO8rv9IPQ,1
714,8yU5-dPSqi6bPm5AV7rLXg,4
715,8yaYAClhr8G5-St9l6T_3Q,2
716,9-HjDIl4VRmTP23g0elUEw,1
717,9-eAUaJMBhsO2uRt5sgGdw,3
718,92TA_nRt7Wtjf_WcRY8mFQ,1
719,935lHZ5uOpWRXGpp2ytCGQ,2
720,93PnWNV9mPLSdRxZL1859A,1
721,94FrEY-MoWL5jVllyS0JTg,10
722,94_56WF2U4Dsv92tHQLh-w,1
723,95IHcpOv6Z8myrjgXEw1Iw,2
724,95qfpqeDz7vuNN4HmaXwvg,15
725,96-GpKmHHXJgWVfjHFQiRw,2
726,97zcaT6qswlIFMLXFe67OQ,1
727,98QwWiYS6VWGOsGIOFK2hg,2
728,98YzjvO45DRRvqrNv0hhAA,23
729,99KKeZYRPnz7qDi5USsHmw,4
730,9Bu4mbMrtSq6lrAtSjJq2w,4
731,9CDVmtG0diCIXcE64_j0Aw,6
732,9Ce8yPCXgi7_HFcRkBdwlA,2
733,9ChmxJW3VBUKy9tHg7ypHA,5
734,9DbZ8DdgckZhpHf7ghGQ4A,2
735,9DrQTv-lpL1bf_CiY4XL4Q,2
736,9EBvrScp_aZncPyXvzT-0g,4
737,9F5gPaSqmifFA3Rr3GCNoQ,4
738,9FuAvqFdVyF5m9-vSVjSqg,6
739,9FzbcFOlI16qpbjc1A6NZQ,2
740,9GNui5whdMixHhbHY1B3ZQ,1
741,9H6MgrQwepPXloDDziil9w,1
742,9HHzfpnx9Wt711XBhppAFQ,4
743,9HyDagvBOIcQ5DvJv9-Z7w,1
744,9JEEcsd-6I2g95Kvf7QQrw,5
745,9JdhMYy-VhxoqbAyz3Dm6g,26
746,9KPAe-yb8A7V5mamx5quMw,1
747,9NBkIExYYz3w9O5JdzDOMA,26
748,9O-PjeUlUGx0h1URxeSTCg,23
749,9PYn-k2Tk1BV_ns8UvG7nA,21
750,9RcBOk8zoyyf1elNweU79Q,1
751,9Ri_yKX5aaysX4qCI2S3wg,3
752,9SU7ZZhaFUJJ6m2k5HKHeg,365
753,9TrpkS_SUABoVl6aWfVmug,30
754,9UFz3K9_uD3EUirEOgbbBg,2
755,9UqtgFLggDs5T-IYB1AJBg,4
756,9bO59CesgJPE9JIzRqTBog,6
757,9bZnWyW_AkF3p-ax0A8FPQ,1
758,9byQk8RGRi8VpAPZl_LeSQ,1
759,9c3uKT0gX4VeAQPnJmVNkw,7
760,9dDdBiLi_56-pq4FH07VUg,5
761,9drKTpV8X2zziidDPXCZGw,3
762,9eK8T1EUoCuzjsrtNa522A,4
763,9g1GP5prqzQKw4zMpvkuQw,9
764,9heX2rwUIsos9fXDCpAltw,7
765,9i7ZBdB0-NID0LO4xxvqfw,1
766,9iCq1GEm0OR40UtpUW-jmA,1
767,9id845z7DYfZDLHdBKVExQ,3
768,9k6nSDyYjPMMFoTs3kXFFg,3
769,9kk5C_BW7rdBwtCJiSiBtw,42
770,9lWKNrn5z3ozjMC5uPlwiA,2
771,9lnuKe2KsTsg-tb8Kuxyvw,1
772,9mKcy5A4mkeTBbLcOusBsw,2
773,9mR8yzDKxh8fHCweFVsJEA,1
774,9mrHHGpdQaBZ5UrqAgj9lw,10
775,9muoOpBgraI4xtP0ZhZACA,5
776,9n5x8EluQabhv6QCZCtIjQ,2
777,9pEBg23Q3hn0mDkbx8F7Bw,1
778,9ppEX-SZQMiqG50y3ip__g,2
779,9qSf1EHgJ9mVScKl30eRYg,1
780,9rKqHG6mcNU3VpoLIMCl0A,9
781,9rakGA-qEoBqIStFNb5iLg,1
782,9snkLH2CozYgjICyqAAGkg,4
783,9u4tXKeS0S6tl3Zy0su99w,1
784,9up3Cl_abwJ9lLw0fJeNvw,3
785,9vRtfKivzxzhtQzkT5DslA,2
786,9vhv8WIbxeqlOVSSEiaMWA,1
787,9wjTzw8bEYOTQJk41V8WQw,162
788,9xMBkkKghIr54xc0Tg5B-w,1
789,9xd4WyLpoPexEJTnymhf1A,3
790,9xntHT2cr_CFXo69DRfUMQ,1
791,A-Nw1bCbQllvsyRaNU_E5g,1
792,A0PeZ5bSZMacGbC8RgUU3A,2
793,A0y2VsBNVxNSqqj99HECaA,1
794,A1svATzvoZFtSJt6K_sz1w,5
795,A1wr7PDzWiLeQkOknXiLXw,1
796,A28ib0BrDF5u6tocMK0I_A,8
797,A3MPDhpj_oaYKRcAnFxKXQ,1
798,A4r4hnmJTeTlTjFlV6vnkQ,10
799,A82W0mK4djnJTJW5rVcPrQ,3
800,A9IzIja0q-51YOv0ezUDag,4
801,A9QOcL9jnj8p4wGwM2ZDZQ,2
802,A9TA7gnh055Z6HBje14Fag,2
803,AF51nM-fjYjBVJRo6cR_Ow,9
804,AFHIkLvFseSDbEWInGwkUA,2
805,AFKqgsMtMzk1Zl9M3FXOqw,6
806,AGGiCPGNc4rdrUhi8xfxNQ,4
807,AI-LZ6BgPgChSpRGoVJW2w,12
808,AJfzsqkfo-Pdx--i0LrYuA,2
809,ALatQRQeY1Bi60bJ2WgDGA,4
810,AMBRlzxRFtdduObZlw8UPQ,16
811,ANRkLYKSv5GKjWRjIlP6Kw,4
812,ANyylpCrJ3-s7S4Oz22cCg,1
813,AO3v1EYkRUF4DaRzD5CW_g,2
814,AO_Y_3YjsL5EuyGexZTwcQ,2
815,AQroOXVJhpztUN3TijoRJA,1
816,ARbfYHjtwtddBztjaf_Qng,23
817,AUH6fwvWsolKNjhzMk5E7w,1
818,AUIdgT0rFTQCnrJNAzS6kQ,5
819,AV6weBrZFFBfRGCbcRGO4g,697
820,AW7xZy1UkI1yxs4KuEvsqg,1
821,AWPAruxI0UMa2X_OtJ0uEw,4
822,AX9loQsQkHcXLPtqA4ha6A,1
823,AXb5gCwqHl-_v6ZIMb1mXQ,7
824,AXvZApfh1TA9XsKkhsq_0g,1
825,AY97dZLFOzhXyAKsQuEWLw,3
826,AZNVAWYeuYAqhAxUFoDgJQ,6
827,A_IDuR-gZkTDdwIlJ5qRNQ,13
828,A_Y2ksKh5jE4souyOwargw,1
829,A_e5r8RK_rwrVPS2AE8ElA,1
830,Aa-Z647BrHBtmBSZIantcA,1
831,AaM5CYZ5dnCcuER6GEauGg,8
832,Ab4dyGAaP7nd0sm2_XqdfA,5
833,AeWW8nzdVhuHh5LxVQcyMg,1
834,AgZApXI_20caD0gEZxubpg,5
835,Ahuhw5rtE6qUIAKes7qhJQ,5
836,AiEKjZPj2J3MpnBZkx9rmw,4
837,AkyjXO6wMtwlP7Uzq44CvA,2
838,Al734c6CgsvSqNITRrvBFw,9
839,Al9a3XDbq7M88qB7F0NHxQ,1
840,AlqXtLlzldYiFb2ofgXe4A,2
841,Aq5ppKWt864bUBCGsHBU3g,1
842,ArvchlftkNjd2YSfx1W5AQ,2
843,At-yJDIUXWf9CeCpsofJwQ,12
844,AtIyt5nYQ_eLPdOnLukmXQ,1
845,AtLxMvmaIiAIwlHD588CHw,5
846,AuLg6rCKR7DOdFqyLXbjMg,2
847,AwpX8mheEmMhaIuIqEhMkA,1
848,AyD3YZP8ysfKPsUSOiQ2VA,2
849,AyIW_lilt8Sd6pbiADj4UQ,2
850,AycqWXrDVlbRfJE-kA5MMw,2
851,AzZtRUAo43Ow9ITDfPEShg,3
852,Az_60nNuh1FH8Ds8oasZjw,322
853,B-wUHC0skTchh2vxqRBv3Q,1
854,B04F5Jvb4JsZdr0Sc9mbgA,4
855,B4TY_GCJl5z4b42fJrkmqA,1
856,B7iHrKWubWFrcuibtBtbqA,6
857,B9M2uY86J7lsSDqA9soT5A,3
858,BAnkejp9fakD_S8AQBGG5Q,1
859,BC8nckxDDvKuPdD9NWisEQ,4
860,BEc3HRXw8xSEL2C6e47jRQ,39
861,BFIz07_gUAsh3a3Ik59UQA,8
862,BHDlOi5ZXrn3Aka53hzs5Q,3
863,BHmXNHSxLkaLoMtnXxZbqg,1
864,BI3kK6a6ko6yfz9TviQ7Aw,25
865,BIBWGO_r_1znnlmLbp4Nxg,346
866,BK65zrlMIaXo8ybbBJ3PuQ,2
867,BLIJ-p5wYuAhw6Pp6mh6mw,528
868,BP5vZh8HTUHKKG5Z_2sIEw,1
869,BQWMLdRRR6PlnLVm6Elvkw,1
870,BRcuGsWmju1KAC9zz7nicA,7
871,BUvGTzGMmFKQU_1ncYmLUg,1
872,BV5aiE5jxaUyCbiYpUEF_w,7
873,BVobLElsecLIUh1hbBHQFQ,1
874,BVw376b1qfiqqENUJD6d3Q,2
875,BWhwqHwMybdKhtjaIB9XLA,31
876,BX7BF16ENgFpGvobGjcDKg,10
877,BXOLuz_yek42CjObM-V08w,1
878,BXlgDyuR9GuvXtLnipBNog,4
879,BYBUMAn6ts1HInNZ5PP9FA,2
880,B_TMqvs2CmZFXyj1xs2UPg,1
881,B_wz5DFPuYBLedrk8XW6jA,1
882,BaDWFwCUcVXaRivmRqZP1A,2
883,BaHJtYIftsaTWJ1UTvJYhA,2
884,BaTAQUSjk9z7EH-aHsaVAg,5
885,BamVTBnr5nL3RxMn5cPTYQ,3
886,BbGpkX8WdwF-CQoEPeUjlQ,2
887,BcUOK0L2DpCht9BtqMgVRA,1
888,BcsGNJOqIxF8U6kL_zCyGQ,4
889,BemzsTvCa1jb3URfhWgYSg,5
890,BkbElMznjFwXv_ivFy5vFQ,2
891,BkwCSU4RrH0qDHthDK8mtQ,42
892,BlyPtyP6tmVnhZWwbdcdnw,2
893,Bmv9XzWZq7q7KpUjzhVvgw,3
894,BnJyQDP9TAroiHMYXSfrJw,2
895,BpcsqKMVHpKpfRwWiaO6pA,6
896,BqY6rwj3IdJH2s3u8vWp3Q,3
897,Bqw3nq_HXRBvk54k4QYqEQ,7
898,BrB5_crwzcir499E_sI8sw,2
899,BrrQhMmsIHLqraZ1VuJ7Pw,9
900,Bs7uwvIf3M9G2fSNP9uJdA,1
901,Bt4Wq3orQDxwFnQpgcVrHA,1
902,BtG1Zsv2MpEZDEbfXnwHGA,3
903,BtGEeBdRMmc_jS8TEx3-6Q,2
904,BuPWQRGcu46rcsHuoq1nnw,1
905,Bw_h_ifjMYM0-XVoBbEP4w,1
906,BxdqmlJ2W64W9H7o4JmQqA,1
907,ByFMv3p5X1aNeZhU61rDcA,337
908,ByNf00qI_nNcVcaJJ7jeGQ,1
909,ByYn1vNlI6MY_ZNoaH8eCw,4
910,BygIGE8fj0DOVRbttIfpBw,7
911,Bz4tQLfZlks0uVxRGenFUQ,1
912,Bz7bB7K8pw_A6bu146rhHQ,8
913,Bz__Pgp72wBuBkVMY-Hq3A,1
914,C-JdFdmF130R53GOJRX3Zg,14
915,C-P_hlzcW6DfOOWxznCDfw,3
916,C0ReT85AkN1WjbydE0l3yA,11
917,C0yiSrxaTMthwS8PzEow1Q,39
918,C3TKzIKSvlIUgJmKXvr0zA,1
919,C6C_dc78Zhzei9wrZs-tdQ,111
920,C6KJ0L2BMc4o9vfbSsh8YQ,5
921,C7VCIXi-Yv7MGPi_OoR71Q,17
922,C8ATbykDaA3JvrS18rT9cg,2
923,CAOnmH06liJa74jkK-uZ3A,7
924,CAzLsMtoCZAuBeLnnOqmxw,5
925,CBUHhsft75_dkZP_u9wIvg,6
926,CC4HYf1cuDxeY2Bu-GWxEw,1
927,CCsvppNYl7XmFMAyGe_N3A,1
928,CDwqa8pnY07x8tDJyZFXuA,2
929,CEBJQOhq7zzZv94Fa31T-w,4
930,CF84gk8x5JXkqjsUP-xRJw,3
931,CFaalqB4eUJSA0wgJlEcrA,1
932,CIdyd88FK-4-YaEFo3Ht6A,33
933,CJaR-hlHZVrFVwNi_3ZNgA,1
934,CKsryIk4T5S0dA3UYnn_sw,2
935,CLdn-jOifbwtoKUvy9V_0Q,8
936,CLlNCBFv7q5KKZyTBhZ1iw,1
937,CMbFXgYtrmsY4OAJkX-mHQ,10
938,CMeTp2c7mxu9l26WUBrT6w,3
939,COn6OS13uiZL1oIuWsiEiQ,4
940,CP7f2GvUAfjG0kV-tYnejQ,1
941,CPQMDLN0Y6AFPPAXaAmKRQ,2
942,CQYyGTapJrgVofhche3WkQ,2
943,CQbxcD7b6SjBwk7EOA0PcQ,3
944,CRIgrJTqZl4rMGdHhbvPRQ,1
945,CRYuUBsAQdM6G91tta-DeA,1
946,CSSg8nRjgB0snqPjOXb2dQ,3
947,CSc_152hwhSHIzto8tLJ7w,2
948,CTYj1egmwLklgNULra_dmg,9
949,CU-nS1L1eIcSZYNQNRhndQ,2
950,CVeATUSAyGssUrnvwqVq1A,6
951,CVeFfrLuFlmGve7Rl0-YWw,1
952,CWPfryRjRAScmjNR-3f85A,1
953,CWh5Jvne98_jz0GO7hbzHw,10
954,CXHYHbx7TefUtlC6k8M1Og,1
955,CYu-lT_IpXpUgheeQR7PPA,1
956,CYuKQ5PpwjDvVs3zru7fJg,12
957,CZyw_Mj7XAtqxLQzbRvyLg,2
958,C_4IogJkUBErt8gzL7Istw,5
959,C_uNuhL9T0Md9c_l_qigAg,2
960,CavnfpxKOICosv6l_qxTWQ,1
961,CcDdWX48wSLD5L9hGi7A8g,5
962,Cc_xsRheNy9hOxOIurH2Kg,2
963,Ccjo5j4A5-gVaBbuHAqzVA,64
964,Ccma0kZcURFDwDw2H7tzeA,3
965,Ce4Q4G7xtTYveKhs8IMeyw,1
966,Ce9SpbntBsEMY7_qhnP9IQ,8
967,Cf_6Axu_TOGx9cbfKqbabA,1
968,CgokdlhixbejFxM4mTea-g,13
969,CgvgSvlX29qUL_duDCLY7A,2
970,Cgz5LfLohDjo1rmPL5l9Tg,12
971,Ci2CoXI2s4eCOdgAmDAdig,6
972,CjSL_XFbkkd9-JpiWx23lg,1
973,CkMzi0N86iiwnWiH_Id9mg,3
974,Cl1GJCj28jn5Q6Z3oLOSoA,5
975,CmWz9r3smcLzCq2jgjcNOQ,10
976,Cn64sWFhCJUF3U5AkfjQQA,1
977,CnXG6kiDcatV9ElGCzBjMg,6
978,Cnk003ELvUdl-TBdpzWwjQ,4
979,CoAjgtZLwK2OOH9dFXSgww,2
980,CpCItQDOA8cHI9jDMJ8AUg,3
981,CplqSjF7xMFJryAYTzurWw,4
982,CtYCzxaDoVCABoz1drGOGg,9
983,CtlI1ODuPCx53R9aKEdxiQ,3
984,CuHnrMec5uIKdDOxp3A02g,9
985,CujkcbG8Tku0l-y_Or10sw,3
986,CumFf2t8heqFJ4yZDLnD7g,4
987,Cuo9w-g5Z26d0-CsaPDGuA,1
988,CwsDpBxFJqb9-xzDkVOzuA,1
989,CyUR1uFKpFcIP3NPGbFSwA,1
990,Czy8C0X-JYzmEvP_yLyoPQ,8
991,D1IAnyb8oywXFhSGSRoC7g,3
992,D2wzjCjf7VUfsSLA9TsWlA,2
993,D4PAk2q6XslzxTNfpLpJkg,7
994,D6KnuKoGKNHvlw8OIfGmwQ,3
995,D6wPh8EcJqiL3Tbc4iP1ug,9
996,D8ktVLRVniwU62NumGREEg,5
997,D8oxECM9RvNX1yeplPggeA,2
998,DAC6WWj-a6uKp3yxYQZfGQ,3
999,DB4gvv9pHfkfZyO9MDnx5g,5
1000,DEsbgNv8xgJSQZPSLM8AZw,3
1001,DHcbeJ-5tk2RQ4SdcdJqkA,10
1002,DJTCiXnkHvcs07hBhumzEg,3
1003,DKl0XuTYbzqSg82NE00UrQ,3
1004,DLAVF1m2lUN_JoCThAEeDA,7
1005,DNBKTu7qoN_18JIybyIVPw,1
1006,DNj1wGcCjuc-9HmfiEvRGA,6
1007,DO32vGtv3p3u7WBPiNoQHQ,6
1008,DOpebUnA0Kt5kxbdx_nzsA,4
1009,DQGh8Kayilc3VM63usnK5Q,2
1010,DQr0Awv24JVSg5eUyWoR3g,3
1011,DRa0-I6FuPmK62zvqrqQ4w,3
1012,DSlSSiVcLPz31qZemVEd-A,17
1013,DSmRwf9YSO3mRTMpc-8a2g,1
1014,DTBG-7NQ-aJXvEO9DXbNhg,5
1015,DVQj26bX7Vlva2_HUrjbAg,6
1016,DWcNLMwnhZlbP-I7YsBT8g,1
1017,DYgZ_hT1EXoHxL01LyeekQ,3
1018,DZ0hUkFyvaPr6kDaB1v9Wg,1
1019,DZ4Q2jTvIlttSi_OGjvRIw,6
1020,D_xNKV64LYNl4QcGa2fytQ,6
1021,D_zYqX5T2YckgqZuonXbxQ,1
1022,DaDUwtlc7ZmWR-BuORMqpg,5
1023,DajZcGEZCJXoIPu_4vQnBQ,12
1024,Dcp9djUhDx4ERv8CgZnpDg,16
1025,DcqF97p0URxlvVZVA_PHfQ,1
1026,DfAKNx8glvATO6SrLW22Cg,1
1027,DfgZlNgKwBvCpA_0alumXw,378
1028,DixRAT6rZwIgj0DquX7wuQ,1
1029,DmdtVBgXWk285nAUWXfvvw,16
1030,DmfOsQJXfcirxD9cQcf6Mg,1
1031,DncyhhT6-T-_g961pbEftA,52
1032,Do_2vUxBL5iiu-Re1HF44w,1
1033,DpMQCYYIa0iqb6aZLr855g,6
1034,Dqh8BsL63sKJrsBWfkEOLg,1
1035,DsgTZFhEUE4k9sCO5sNVYw,2
1036,DuK_iSWkJ10fACGbvW47oQ,1
1037,Dw1r89LSixd76puuDBxWbg,3
1038,DwyV2fEB84kTm1Ay0xibmw,1
1039,DxHiH_GFh21dvbaM5qKUgA,1
1040,DxRNoQtWgwKdi4PS7NAPbQ,10
1041,DyD3VK7x7T8VgulRrI2lBg,4
1042,DyM3-_Q2AxjX4Nh6_Mc93Q,1
1043,DyVteo8Blf5gEfC9QbJE9A,30
1044,DzObnApaxKYBXB1LTqoOKA,2
1045,DzPTtQbiD4x-qJuAVcf49Q,2
1046,E-6l98hX8jICTF6rKHxI8g,13
1047,E-iJqIFaKUKA8-NOrmOAvw,2
1048,E0pJPvpOf_H78aWtJAwR9A,1
1049,E1TT3YJsXbJ9QE8xFELSxQ,1
1050,E1fN3crxfUayZhzCt85BjA,1
1051,E2Q6sJAGhZv52sF54uFRNw,2
1052,E3DAy9MesvYbPsT5WokRYg,4
1053,E3VWVsn6zpQ0rDz1jZiDcQ,5
1054,E3yER5W6Wsyc5ncGKb9Nzw,19
1055,E431TyEorh1Hz7WuVoDVNg,3
1056,E4i6S6jS5D4sI2meoBX3Ig,2
1057,E5qsTXTsPfX9SMHkjooqNw,1
1058,E63zRrTSBYU4nO3Mdphm8w,1
1059,E74g5nmRJj9LQS1uyKmq8A,75
1060,E7wlbsQgh4S38ESTSdMe-Q,54
1061,E8Ihw2R1IM4mTG8FAEGcbw,2
